DATAFLOW,LAST UPDATE,freq,unit,category,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SI,2019,41.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SI,2020,43.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SI,2021,48.0,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2010,26.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2011,27.3,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2012,26.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2013,27.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2014,28.1,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2015,29.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2016,29.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2017,30.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2018,31.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2019,33.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2020,34.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,SK,2021,35.3,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,TR,2010,19.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,TR,2011,20.4,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,TR,2012,21.7,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,TR,2013,22.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,TR,2014,23.0,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,TR,2015,24.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,TR,2016,25.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,TR,2017,26.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,TR,2018,26.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,TR,2019,28.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,TR,2020,29.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,UK,2010,44.5,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,UK,2011,50.2,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,UK,2012,51.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,UK,2013,51.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,UK,2014,51.8,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,UK,2015,52.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,UK,2016,54.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,UK,2017,54.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,UK,2018,54.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,M,UK,2019,56.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2010,39.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2011,40.4,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2012,41.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2013,43.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2014,48.3,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2015,48.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2016,49.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2017,50.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2018,50.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2019,51.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2020,52.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,AT,2021,52.3,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2010,49.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2011,49.6,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2012,50.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2013,49.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2014,51.1,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2015,50.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2016,51.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2017,54.3,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2018,54.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2019,54.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2020,56.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BE,2021,58.7,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2010,32.1,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2011,32.7,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2012,32.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2013,34.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2014,35.4,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2015,36.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2016,36.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2017,36.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2018,36.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2019,36.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2020,38.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,BG,2021,38.4,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2010,52.4,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2011,50.7,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2012,51.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2013,53.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2014,54.3,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2015,55.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2016,56.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2017,57.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2018,58.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2019,59.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2020,59.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CH,2021,59.0,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2010,44.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2011,47.1,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2012,48.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2013,47.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2014,48.8,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2015,49.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2016,50.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2017,50.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2018,52.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2019,52.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2020,53.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CY,2021,54.9,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2010,37.8,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2011,35.9,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2012,36.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2013,37.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2014,38.1,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2015,38.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2016,38.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2017,39.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2018,39.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2019,39.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2020,40.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,CZ,2021,42.0,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2010,45.7,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2011,44.8,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2012,46.4,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2013,46.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2014,47.0,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2015,47.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2016,48.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2017,48.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2018,49.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2019,50.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2020,50.8,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DE,2021,51.2,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2010,51.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2011,52.1,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2012,53.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2013,53.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2014,54.1,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2015,54.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2016,55.4,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2017,56.9,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2018,57.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2019,58.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2020,59.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,DK,2021,60.0,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2010,41.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2011,42.3,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2012,43.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2013,43.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2014,44.3,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2015,45.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2016,45.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2017,46.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2018,47.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2019,48.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2020,49.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EA19,2021,49.9,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2010,45.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2011,47.3,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2012,49.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2013,48.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2014,48.9,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2015,47.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2016,47.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2017,49.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2018,50.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2019,51.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2020,52.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EE,2021,54.9,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2010,32.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2011,33.7,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2012,34.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2013,35.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2014,35.4,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2015,36.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2016,37.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2017,38.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2018,39.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2019,39.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2020,40.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EL,2021,42.6,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2010,39.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2011,40.1,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2012,40.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2013,41.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2014,42.2,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2015,42.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2016,43.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2017,44.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2018,45.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2019,46.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2020,47.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,ES,2021,48.4,bd
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2010,40.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2011,40.9,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2012,41.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2013,42.3,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2014,43.0,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2015,43.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2016,44.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2017,45.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2018,46.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2019,46.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2020,48.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU27_2020,2021,48.6,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU28,2010,40.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU28,2011,42.3,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU28,2012,43.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU28,2013,43.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU28,2014,44.5,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU28,2015,45.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU28,2016,46.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU28,2017,46.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU28,2018,47.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,EU28,2019,48.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2010,51.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2011,52.6,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2012,53.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2013,54.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2014,55.6,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2015,56.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2016,56.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2017,57.7,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2018,58.4,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2019,59.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2020,61.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FI,2021,57.7,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2010,43.8,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2011,47.4,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2012,48.1,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2013,48.9,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2014,49.1,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2015,50.0,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2016,50.6,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2017,50.9,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2018,52.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2019,53.5,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2020,55.2,
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,FR,2021,55.0,bd
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,HR,2010,31.6,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,HR,2011,29.8,b
ESTAT:TSC00025(1.0),15/12/22 23:00:00,A,PC_ACT,HRST,Y25-64,T,HR,2012,31.5,
